Godot Engine v4.7.2.stable.official.ed1daf0bf - https://godotengine.org

ERROR: Failed to read the root certificate store.
   at: get_system_ca_certificates (platform/windows/os_windows.cpp:2582)
[   0% ] first_scan_filesystem | Started 项目初始化 (5 steps)
[  10% ] reimport | token-ucs-093.svg
[  11% ] reimport | token-smm-025.jpg
[  12% ] reimport | token-kmo-027.jpg
[  13% ] reimport | token-fdn-085.jpg
[  14% ] reimport | token-fdf-133.jpg
[  15% ] reimport | token-fdf-132.jpg
[  16% ] reimport | token-fdf-130.jpg
[  17% ] reimport | token-fdf-128.jpg
[  18% ] reimport | spell-soi-098.png
[  19% ] reimport | spell-rei-015.jpg
[  20% ] reimport | spell-rei-012.jpg
[  20% ] reimport | spell-rei-011.jpg
[  21% ] reimport | spell-rei-010.jpg
[  22% ] reimport | spell-rei-006.jpg
[  23% ] reimport | spell-rei-002.jpg
[  24% ] reimport | 飞散红叶的天狗「射命丸文」__character-kmo-007.jpg
[  25% ] reimport | 问答无用「云居一轮&云山」__character-smm15.jpg
[  26% ] reimport | 键盘手「莉莉卡·普莉兹姆利巴」__character-kmo-013.jpg
[  27% ] reimport | 祭祀风之人「东风谷早苗」__character-smm07.jpg
[  28% ] reimport | 祈风之人「东风谷早苗」__character-smm16.jpg
[  29% ] reimport | 狂气月兔「铃仙·优昙华院·因幡」__character-kmo-008.jpg
[  30% ] reimport | 湖畔的住人「大妖精」__character-smm11.jpg
[  30% ] reimport | 死神「彼岸归航」__spell-kmo-002.jpg
[  31% ] reimport | 橙__character-smm12.jpg
[  32% ] reimport | 有顶ノ天__field-smm-002.jpg
[  33% ] reimport | 无名的读书妖怪「朱鹭子」__character-smm08.jpg
[  34% ] reimport | 提琴手「露娜萨·普莉兹姆利巴」__character-kmo-012.jpg
[  35% ] reimport | 彼岸的渡者「小野冢小町」__character-kmo-001.jpg
[  36% ] reimport | 幻想乡的记忆「稗田阿求」__character-smm14.jpg
[  37% ] reimport | 幸运的白兔「因幡帝」__character-smm10.jpg
[  38% ] reimport | 巡秋而来「秋静叶」__character-kmo-010.jpg
[  39% ] reimport | 小人的后裔「少名针妙丸」__character-smm01.jpg
[  40% ] reimport | 天狗记者「射命丸文」__character-kmo-015.jpg
[  40% ] reimport | 大妖精__character-smm13.jpg
[  41% ] reimport | 地狱的最高裁判长「四季映姬」__character-kmo-014.jpg
[  42% ] reimport | 地壳下的嫉妒心「水桥帕露西」__character-kmo-016.jpg
[  43% ] reimport | 冥界__field-smm-003.jpg
[  44% ] reimport | 丰收之秋「秋穰子」__character-kmo-009.jpg
[  45% ] reimport | 三途川之引渡人「小野冢小町」__character-kmo-011.jpg
[  46% ] reimport | 「魔理沙的元素瓶」__item-smm-024.jpg
[  47% ] reimport | 「血族的末裔」__spell-kmo-004.jpg
[  48% ] reimport | 「蕾米莉亚的烛台」__item-kmo-025.jpg
[  49% ] reimport | character-rei-023.jpg
[  50% ] reimport | character-rei-022.jpg
[  50% ] reimport | character-rei-017.jpg
[  51% ] reimport | character-rei-007.jpg
[  52% ] reimport | character-rei-001.jpg
[  53% ] reimport | character-rec-104.jpg
[  54% ] reimport | character-rec-096.jpg
[  55% ] reimport | character-mar-ex.jpg
[  56% ] reimport | character-mar-ex01.jpg
[  57% ] reimport | character-mar-025.jpg
[  58% ] reimport | character-mar-024.jpg
[  59% ] reimport | character-mar-023.jpg
[  60% ] reimport | character-mar-022.jpg
[  60% ] reimport | character-mar-021.jpg
[  61% ] reimport | character-mar-020.jpg
[  62% ] reimport | character-fdf-ex05.jpg
[  63% ] reimport | character-fdf-ex04.jpg
[  64% ] reimport | character-fdf-ex03.jpg
[  65% ] reimport | character-fdf-ex02.jpg
[  66% ] reimport | character-fdf-ex01.jpg
[  67% ] reimport | character-fdf-116.jpg
[  68% ] reimport | character-fdf-099.jpg
[  69% ] reimport | character-fdf-095.jpg
[  70% ] reimport | character-fdf-070.jpg
[  70% ] reimport | spell-fdf-ex.jpg
[  71% ] reimport | spell-fdf-020.jpg
[  72% ] reimport | spell-fdf-004.jpg
[  73% ] reimport | spell-mar-014.jpg
[  74% ] reimport | spell-mar-013.jpg
[  75% ] reimport | spell-mar-012.jpg
[  76% ] reimport | spell-mar-007.jpg
[  77% ] reimport | spell-mar-005.jpg
[  78% ] reimport | spell-mar-004.jpg
[  79% ] reimport | spell-mar-003.jpg
[  80% ] reimport | spell-mar-002.jpg
[  80% ] reimport | spell-fdf-ex05.jpg
[  81% ] reimport | spell-fdf-054.jpg
[  82% ] reimport | spell-fdf-036.jpg
[  83% ] reimport | spell-fdf-023.jpg
[  84% ] reimport | spell-fdf-019.jpg
[  85% ] reimport | spell-fdf-011.jpg
[  86% ] reimport | spell-fdf-007.jpg
[  87% ] reimport | item-mar-017.jpg
[  88% ] reimport | field-smm-004.jpg
[  89% ] reimport | field-rei-005.jpg
[  90% ] reimport | field-rei-004.jpg
[  90% ] reimport | field-rei-003.jpg
[  91% ] reimport | field-mar-006.jpg
[  92% ] reimport | field-fdn-016.jpg
[  93% ] reimport | field-fdf-108.jpg
[  94% ] reimport | character-ucs-060.jpg
[  95% ] reimport | character-soi-018.png
[  96% ] reimport | character-soi-006.png
[  97% ] reimport | character-rei-ex01.jpg
[  98% ] reimport | character-rei-026.jpg
[  99% ] reimport | 正在结束资产导入……
[ DONE ] reimport

[   0% ] reimport | Started 正在导入或重新导入资产 (109 steps)
[   0% ] reimport | 正在执行重新导入的后置操作……
[ DONE ] reimport

[   0% ] loading_editor_layout | Started 正在加载编辑器 (5 steps)
[   0% ] loading_editor_layout | 正在加载编辑器布局……
[  16% ] loading_editor_layout | 正在加载停靠面板……
[  33% ] loading_editor_layout | 正在重新打开场景……
[  50% ] loading_editor_layout | 正在加载中央编辑器布局……
[  66% ] loading_editor_layout | 正在加载插件窗口布局……
[  83% ] loading_editor_layout | 编辑器布局就绪。
[ DONE ] loading_editor_layout

